customerid,country,total_amount,avg_check,top_product_1,top_product_2,top_product_3,top_product_4,top_product_5,top_product_6,top_product_7,2010_12,2011_1,2011_10,2011_11,2011_12,2011_2,2011_3,2011_4,2011_5,2011_6,2011_7,2011_8,2011_9
17913,United Kingdom,411.6,205.8,23445,23500,22623,22113,22536,48138,21609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12668,Germany,3807.150000000001,951.79,POST,22649,21232,37501,48185,37500,22064,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14472,United Kingdom,1936.840000000001,242.11,84879,21755,22120,22782,85152,21754,22487,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
17358,United Kingdom,365.8499999999999,182.92,22988,21844,-,85173,22977,22139,22668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16686,United Kingdom,3062.8299999999995,437.55,22139,22492,22138,84078A,85161,23445,22610,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
18245,United Kingdom,2567.059999999998,366.72,22467,22960,21533,22720,47566,22796,23243,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
17343,United Kingdom,193.64,193.64,21259,22170,84949,22113,22797,22473,21485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16153,United Kingdom,1824.23,364.85,21231,-,-,20725,-,22720,22384,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
12377,Switzerland,1628.1200000000001,814.06,POST,22112,22501,22314,22813,22107,-,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14646,Netherlands,280206.01999999984,3786.57,23084,22326,22629,22630,22328,85099B,21731,2.0,4.0,12.0,12.0,3.0,4.0,4.0,3.0,8.0,7.0,1.0,8.0,6.0
12944,United Kingdom,604.51,302.25,22727,22622,22549,21039,22726,-,21484,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15279,United Kingdom,290.51000000000005,290.51,72741,72802C,22222,21198,22802,22646,90120C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14099,United Kingdom,3104.1699999999996,282.2,72351B,21754,82582,84029G,21166,21175,21165,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
12721,France,2656.1300000000006,442.69,POST,22466,85099B,21731,22629,-,21746,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
13104,United Kingdom,1098.4799999999998,183.08,21137,23569,22041,22560,35970,23359,23188,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
14113,United Kingdom,1840.4200000000005,460.11,22111,22866,84406B,22649,84380,23564,-,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13027,United Kingdom,6912.0,1152.0,21212,84992,-,84991,-,21977,-,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
15312,United Kingdom,924.8500000000001,231.21,85123A,22189,22077,-,22804,22188,84029G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
17621,United Kingdom,1379.9,459.97,22086,-,22934,22854,22795,22809,22723,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17090,United Kingdom,2043.9500000000007,291.99,22302,-,84029E,22112,23355,22636,21912,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
15527,United Kingdom,2429.78,303.72,22423,22777,20712,21340,23553,22734,23245,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
18097,United Kingdom,2697.8,449.63,21733,72351B,21745,22693,22649,72351A,22960,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
15460,United Kingdom,216.75999999999988,216.76,79163,22423,21744,37370,22061,22752,48185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15034,United Kingdom,4308.609999999998,538.58,21713,22425,22197,22456,84836,22457,22084,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
12423,Belgium,1859.3100000000004,232.41,POST,23084,22326,-,22329,22969,20724,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
12678,France,17628.459999999995,1469.04,23084,POST,22386,-,22989,84375,22551,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
15208,United Kingdom,870.1200000000001,174.02,23541,23080,-,20978,-,22759,22193,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16996,United Kingdom,1456.96,242.83,22138,22457,84879,22617,82494L,22326,47566,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
17306,United Kingdom,8631.310000000003,454.28,22616,22988,22900,22970,22659,22902,22971,1.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,1.0,2.0
14737,United Kingdom,1164.55,388.18,21621,22086,22427,22910,22734,21191,22083,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13029,United Kingdom,1247.5,415.83,22504,22379,23199,-,20727,-,21791,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16270,United Kingdom,1141.2400000000002,1141.24,21781,22783,-,20961,-,22444,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13487,United Kingdom,575.4,191.8,85123A,48187,22804,-,20685,-,-,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12515,Italy,383.7,383.7,POST,22236,-,22223,-,21108,22221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17400,United Kingdom,2129.96,425.99,22301,23077,84708B,22970,21781,21523,-,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
17593,United Kingdom,3927.339999999998,785.47,23092,23298,23355,22469,82482,22499,-,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13953,United Kingdom,3515.6800000000003,502.24,62018,47590B,47566,47599A,-,15036,47566B,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
14533,United Kingdom,1949.7200000000005,278.53,21648,23328,23501,15034,21650,85088,22197,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12734,France,110.4,110.4,22222,-,82613B,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14532,United Kingdom,932.8499999999997,233.21,48138,48194,20685,48111,48184,-,48116,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12383,Belgium,1850.5599999999993,370.11,POST,22760,22487,22489,84375,22722,22492,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15562,United Kingdom,134.55,134.55,51008,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15587,United Kingdom,913.6800000000001,228.42,21137,22041,82001S,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13922,United Kingdom,172.25,172.25,22782,22504,85184C,22834,85123A,21115,70006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13817,Germany,382.97999999999996,191.49,POST,20712,22331,-,-,22551,-,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12585,Germany,2040.0999999999992,1020.05,POST,84945,22777,22634,21136,-,20828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13165,United Kingdom,1021.4799999999998,510.74,22469,22470,17012C,22696,22695,22855,85034C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13304,United Kingdom,300.41999999999996,300.42,-,22411,-,85014B,84674,48129,22096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13313,United Kingdom,1555.3199999999993,311.06,85099B,85123A,23202,23203,23301,22302,-,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
16875,United Kingdom,2095.5299999999997,419.11,22767,22768,21754,-,-,84997A,-,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16282,United Kingdom,168.3,168.3,22862,84945,85123A,21844,21326,22792,21527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12957,United Kingdom,4017.5400000000027,502.19,23077,22485,23240,22178,21121,85066,23500,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
14462,United Kingdom,2004.0200000000002,182.18,22170,82494L,21745,21166,21340,85152,84879,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
13397,United Kingdom,1544.1299999999997,308.83,21137,22720,22722,23253,23341,82001S,23243,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
13680,United Kingdom,3722.420000000001,930.61,84997B,79321,47566B,85099B,20725,21181,85123A,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12483,Sweden,2484.980000000001,310.62,POST,22467,23084,21731,22779,23480,23298,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0
15164,United Kingdom,843.05,281.02,84879,21754,-,23355,22112,22113,22111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17457,United Kingdom,1737.6999999999998,347.54,21609,85036A,20897,85206A,20770,70006,21354,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
14732,United Kingdom,2702.49,337.81,22771,22077,23035,22169,23082,23112,22171,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
14221,United Kingdom,3432.7999999999997,381.42,84796B,22294,21922,-,85066,22457,22782,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0
14553,United Kingdom,859.27,171.85,22827,22423,23397,84946,23328,-,23090,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13253,United Kingdom,1030.3999999999999,515.2,22950,22720,22909,22952,17091J,85173,22782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15841,United Kingdom,1224.0600000000004,306.02,47566,85123A,85053,71477,21770,22060,22676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
16112,United Kingdom,195.74,48.94,21403,37342,84817,23294,21402,23296,20723,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13629,United Kingdom,7792.36,708.4,85099B,85099F,85099C,22896,21928,-,21155,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
16600,United Kingdom,813.5199999999999,135.59,20992,85034B,23321,22065,23322,20972,22222,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15661,United Kingdom,309.80000000000007,154.9,22469,-,82578,-,-,-,-,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16532,United Kingdom,6748.8,2249.6,79321,23122,-,-,-,-,-,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15266,United Kingdom,119.30000000000001,119.3,22782,21754,21524,-,71053,22617,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14653,United Kingdom,1947.5499999999995,278.22,85048,23553,23556,23165,85123A,22796,23557,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16771,United Kingdom,2246.8100000000018,449.36,22189,22423,22796,85123A,22296,21755,84971S,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17585,United Kingdom,1133.0700000000002,283.27,23122,-,22782,22783,85174,20838,22720,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15046,United Kingdom,5213.770000000001,347.58,84879,23131,23210,23212,85123A,21340,23227,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0
13082,United Kingdom,3613.6300000000006,401.51,15036,15056N,23057,17003,22178,21787,85175,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
15464,United Kingdom,1048.8500000000004,1048.85,21763,20785,22824,22457,22478,22782,21108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18226,United Kingdom,5228.050000000004,475.28,47566,20725,22383,85099B,22411,23206,20728,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
18062,United Kingdom,720.5200000000001,240.17,22467,23050,-,-,23254,-,23049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12415,Australia,124914.52999999975,5948.31,23084,22722,22423,22720,21915,22630,22492,0.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0
17368,United Kingdom,1912.670000000001,239.08,15056N,20866,21890,51014L,51014A,22208,-,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
14618,United Kingdom,553.4399999999999,184.48,22800,22791,22464,22801,22792,21012,21754,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14258,United Kingdom,12669.979999999998,1407.78,82494L,84212,82482,15056BL,82486,85099B,47566,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
15719,United Kingdom,5045.609999999996,388.12,85099B,47566,85099F,23199,23203,21928,22178,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
13368,United Kingdom,623.4000000000001,311.7,C2,21524,-,22910,22846,22966,84375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17634,United Kingdom,2361.970000000004,262.44,22499,82484,22467,23184,22414,-,22782,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
16676,United Kingdom,1592.1199999999997,398.03,84078A,22659,22636,21592,21217,22900,37475,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18283,United Kingdom,2094.880000000004,130.93,23344,23343,21931,22386,22418,23203,20725,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0
12735,France,779.5699999999998,389.78,POST,-,21054,-,22605,22502,22607,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13764,United Kingdom,1521.76,507.25,22411,22646,22457,23077,23240,22835,85099B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13656,United Kingdom,379.65,189.82,22457,85132C,22829,23184,20727,-,85054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12413,France,758.0999999999999,252.7,POST,85099B,22138,22326,20750,21936,85014A,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14312,United Kingdom,1611.5899999999997,268.6,22469,23491,22457,-,22178,22296,-,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
13280,United Kingdom,814.8600000000001,271.62,20725,-,20726,-,-,21843,22352,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15845,United Kingdom,3711.7699999999995,463.97,84879,22568,22087,-,84978,-,48187,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13187,United Kingdom,236.01999999999998,236.02,22487,82486,-,21615,-,85066,82483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16567,United Kingdom,865.5999999999999,432.8,79337,82484,79163,82486,-,15060B,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14828,United Kingdom,2139.7599999999998,713.25,15036,22499,47566,22752,20972,40016,22635,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12530,Germany,1662.2799999999997,415.57,POST,85099B,84078A,23199,23200,22386,23204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16551,United Kingdom,922.1200000000001,307.37,23293,-,37449,21213,47504H,23297,22956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16889,United Kingdom,1578.6700000000003,526.22,22423,22561,22786,22634,-,22090,47566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16473,United Kingdom,316.11,105.37,84800L,22863,23082,22078,22980,22457,22979,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13750,United Kingdom,1647.2599999999998,329.45,21137,22041,85014B,22507,85014A,22646,23283,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12501,Germany,2169.389999999999,2169.39,POST,21121,22502,-,84997A,-,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15607,United Kingdom,104.76,104.76,22752,22757,-,22754,-,22511,21879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15139,United Kingdom,178.96,89.48,21043,21467,22088,-,21974,21977,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12489,France,334.92999999999995,334.93,POST,21843,22606,22467,22139,21054,84375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17707,United Kingdom,152.4,76.2,79000,22699,84946,-,-,-,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18198,United Kingdom,5425.560000000004,319.15,22178,84946,22087,21770,22470,22469,23321,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0
12484,Spain,4541.719999999999,756.95,POST,22693,22236,47590A,23076,47590B,22278,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
18179,United Kingdom,1793.1700000000008,298.86,21155,84568,22910,21621,23343,-,22741,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17284,United Kingdom,1652.5800000000017,275.43,22900,22970,-,22444,-,23309,22902,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
13233,United Kingdom,605.12,302.56,21110,-,21111,-,47504K,-,35651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14889,United Kingdom,135.89999999999998,135.9,22090,22662,22138,-,22331,-,47599A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12480,Germany,3281.6300000000006,820.41,POST,22629,22326,21481,22303,21871,22895,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
14672,United Kingdom,765.5500000000001,382.78,22178,47566,22501,21614,84755,23076,85062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13593,United Kingdom,2037.0800000000006,407.42,21621,22173,22796,47566,21181,48138,21754,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
14867,United Kingdom,710.28,236.76,84879,22283,72760B,82484,85150,21390,85066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
13162,United Kingdom,1688.29,422.07,47566,20727,-,85206A,23206,-,71053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
13183,United Kingdom,3957.780000000002,439.75,21166,21181,82583,21175,85152,82600,21165,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
17095,United Kingdom,1324.1599999999994,441.39,-,22690,-,22890,21631,21109,22928,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12939,United Kingdom,11581.8,1447.72,22570,22569,20712,22568,84997C,-,85099B,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
15611,United Kingdom,1591.4500000000003,122.42,23084,22423,21116,22941,23356,21481,22144,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0
17114,United Kingdom,808.6199999999997,101.08,82486,22796,82494L,82482,21524,22170,82483,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
15059,United Kingdom,1337.7200000000012,148.64,22178,82486,21175,85062,22413,85150,22487,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
16326,United Kingdom,3110.9600000000037,222.21,23284,48129,48111,23283,48194,20685,48173C,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
17128,United Kingdom,157.09000000000003,157.09,75049L,21463,22470,-,51014A,-,75131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14761,United Kingdom,255.90000000000003,127.95,22940,22812,22086,22144,85206A,22900,21355,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17555,United Kingdom,483.2600000000001,241.63,23489,23320,84347,22493,21107,22374,-,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12651,France,114.00000000000001,114.0,15056BL,21035,22892,22138,21398,21080,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16735,United Kingdom,2300.56,460.11,85123A,71053,22294,71459,22295,84755,22457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
16833,United Kingdom,1106.53,276.63,21137,23108,22941,22084,47590A,22041,82582,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17800,United Kingdom,1199.0100000000004,133.22,22693,21380,47599A,20974,47566B,47599B,22149,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
16748,United Kingdom,1515.8999999999992,303.18,22386,-,21931,-,22383,22411,20711,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14755,United Kingdom,5010.279999999999,455.48,21621,85123A,84879,23298,23355,-,22112,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
16549,United Kingdom,4154.639999999999,415.46,85123A,21754,71477,85048,23406,23130,-,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13565,United Kingdom,240.22000000000008,120.11,21644,21136,21137,-,22696,23534,22695,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15799,United Kingdom,884.1400000000003,294.71,21621,47566,22170,22158,-,22768,22341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18032,United Kingdom,73.5,73.5,22341,22127,21578,47599A,-,-,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13451,United Kingdom,2976.1499999999987,595.23,22197,22180,21671,21843,21174,22577,22348,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
14794,United Kingdom,1319.9099999999994,188.56,22849,79321,23202,22174,23344,22895,22847,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
12539,Spain,5568.349999999997,1392.09,22423,22960,-,23007,-,-,20914,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16350,United Kingdom,1116.4699999999996,279.12,22469,22470,82486,22457,23329,23321,-,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12500,Germany,4257.820000000001,387.07,22585,23427,-,23210,-,-,POST,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
18171,United Kingdom,1231.3099999999997,246.26,84879,47566,23284,21955,21623,22797,48187,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12524,Germany,4485.719999999999,560.71,POST,21559,-,22993,23379,21558,84796B,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
17811,United Kingdom,7837.729999999989,200.97,22197,22904,22427,22207,22849,22845,21260,0.0,3.0,4.0,6.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0
16850,United Kingdom,332.4100000000001,332.41,84813,21065,82600,85173,22973,22654,22807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14321,United Kingdom,1530.7499999999995,306.15,85048,23321,21733,-,84832,23076,84341B,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
15326,United Kingdom,311.7099999999999,311.71,84879,-,20767,-,21871,-,21485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
